;ano;produto;cod_ibge;municipio;area_plantada_destinada;percentual_utilizado;quant_produzida_t
0;2020;Abacate;4100509;Altônia (PR);50;0.39;1000.0
1;2020;Abacate;4101002;Ampére (PR);1;0.01;20.0
2;2020;Abacate;4101408;Apucarana (PR);193;0.47;4825.0
3;2020;Abacate;4102000;Assis Chateaubriand (PR);2;0.0;40.0
4;2020;Abacate;4102752;Bela Vista da Caroba (PR);1;0.01;24.0
5;2020;Abacate;4103479;Cafezal do Sul (PR);2;0.01;60.0
6;2020;Abacate;4103503;Califórnia (PR);54;0.37;1377.0
7;2020;Abacate;4104600;Capitão Leônidas Marques (PR);3;0.02;53.0
8;2020;Abacate;4104808;Cascavel (PR);3;0.0;51.0
9;2020;Abacate;4105300;Céu Azul (PR);1;0.0;17.0
10;2020;Abacate;4105508;Cianorte (PR);1;0.0;15.0
11;2020;Abacate;4106571;Cruzeiro do Iguaçu (PR);1;0.01;28.0
12;2020;Abacate;4107157;Diamante D'Oeste (PR);2;0.03;36.0
13;2020;Abacate;4108304;Foz do Iguaçu (PR);3;0.01;36.0
14;2020;Abacate;4108403;Francisco Beltrão (PR);3;0.01;60.0
15;2020;Abacate;4109807;Ibiporã (PR);4;0.01;60.0
16;2020;Abacate;4110953;Itaipulândia (PR);1;0.01;20.0
17;2020;Abacate;4112504;Jardim Alegre (PR);10;0.05;200.0
18;2020;Abacate;4113700;Londrina (PR);20;0.02;380.0
19;2020;Abacate;4114609;Marechal Cândido Rondon (PR);4;0.01;120.0
20;2020;Abacate;4114807;Marialva (PR);5;0.01;100.0
21;2020;Abacate;4115200;Maringá (PR);2;0.0;20.0
22;2020;Abacate;4115804;Medianeira (PR);2;0.01;48.0
23;2020;Abacate;4116950;Nova Esperança do Sudoeste (PR);1;0.03;27.0
24;2020;Abacate;4117255;Nova Prata do Iguaçu (PR);2;0.01;50.0
25;2020;Abacate;4117909;Palotina (PR);2;0.0;48.0
26;2020;Abacate;4118402;Paranavaí (PR);1;0.0;26.0
27;2020;Abacate;4119004;Pérola d'Oeste (PR);2;0.01;40.0
28;2020;Abacate;4119251;Pinhal de São Bento (PR);1;0.03;25.0
29;2020;Abacate;4120358;Pranchita (PR);1;0.0;25.0
30;2020;Abacate;4121406;Realeza (PR);1;0.0;25.0
31;2020;Abacate;4123808;Santa Izabel do Oeste (PR);1;0.0;25.0
32;2020;Abacate;4125209;São Jorge d'Oeste (PR);1;0.0;25.0
33;2020;Abacate;4125704;São Miguel do Iguaçu (PR);2;0.0;36.0
34;2020;Abacate;4125753;São Pedro do Iguaçu (PR);1;0.0;30.0
35;2020;Abacate;4127403;Terra Roxa (PR);2;0.0;45.0
36;2020;Abacate;4128005;Ubiratã (PR);5;0.0;100.0
37;2020;Abacate;4128104;Umuarama (PR);7;0.03;175.0
38;2020;Abacate;4128559;Vera Cruz do Oeste (PR);3;0.01;48.0
39;2020;Abacaxi*;4101002;Ampére (PR);1;0.01;19.0
40;2020;Abacaxi*;4102000;Assis Chateaubriand (PR);2;0.0;25.0
41;2020;Abacaxi*;4106571;Cruzeiro do Iguaçu (PR);1;0.01;15.0
42;2020;Abacaxi*;4107538;Entre Rios do Oeste (PR);1;0.01;12.0
43;2020;Abacaxi*;4108320;Francisco Alves (PR);5;0.01;175.0
44;2020;Abacaxi*;4108809;Guaíra (PR);6;0.01;90.0
45;2020;Abacaxi*;4108908;Guairaçá (PR);2;0.01;60.0
46;2020;Abacaxi*;4115853;Mercedes (PR);1;0.01;24.0
47;2020;Abacaxi*;4116109;Moreira Sales (PR);1;0.0;25.0
48;2020;Abacaxi*;4117255;Nova Prata do Iguaçu (PR);2;0.01;48.0
49;2020;Abacaxi*;4118402;Paranavaí (PR);1;0.0;30.0
50;2020;Abacaxi*;4123501;Santa Helena (PR);3;0.01;45.0
51;2020;Abacaxi*;4125456;São José das Palmeiras (PR);4;0.07;100.0
52;2020;Abacaxi*;4127403;Terra Roxa (PR);2;0.0;24.0
53;2020;Abacaxi*;4128104;Umuarama (PR);2;0.01;60.0
54;2020;Algodão herbáceo (em caroço);4118402;Paranavaí (PR);73;0.33;163.0
55;2020;Alho;4101002;Ampére (PR);1;0.01;4.0
56;2020;Alho;4102752;Bela Vista da Caroba (PR);1;0.01;4.0
57;2020;Alho;4103057;Boa Vista da Aparecida (PR);1;0.01;3.0
58;2020;Alho;4103503;Califórnia (PR);5;0.03;16.0
59;2020;Alho;4104808;Cascavel (PR);8;0.0;36.0
60;2020;Alho;4105300;Céu Azul (PR);3;0.01;12.0
61;2020;Alho;4105508;Cianorte (PR);1;0.0;5.0
62;2020;Alho;4106571;Cruzeiro do Iguaçu (PR);1;0.01;4.0
63;2020;Alho;4107157;Diamante D'Oeste (PR);2;0.03;8.0
64;2020;Alho;4108403;Francisco Beltrão (PR);2;0.01;9.0
65;2020;Alho;4108601;Goioerê (PR);1;0.0;4.0
66;2020;Alho;4114005;Mamborê (PR);2;0.0;4.0
67;2020;Alho;4114807;Marialva (PR);1;0.0;8.0
68;2020;Alho;4115200;Maringá (PR);1;0.0;8.0
69;2020;Alho;4115804;Medianeira (PR);2;0.01;8.0
70;2020;Alho;4116109;Moreira Sales (PR);2;0.01;6.0
71;2020;Alho;4116950;Nova Esperança do Sudoeste (PR);1;0.03;5.0
72;2020;Alho;4117255;Nova Prata do Iguaçu (PR);1;0.0;4.0
73;2020;Alho;4117701;Palmeira (PR);5;0.01;13.0
74;2020;Alho;4118501;Pato Branco (PR);2;0.0;10.0
75;2020;Alho;4119004;Pérola d'Oeste (PR);1;0.0;4.0
76;2020;Alho;4119251;Pinhal de São Bento (PR);1;0.03;4.0
77;2020;Alho;4120358;Pranchita (PR);1;0.0;4.0
78;2020;Alho;4120655;Quarto Centenário (PR);1;0.0;5.0
79;2020;Alho;4121406;Realeza (PR);1;0.0;4.0
80;2020;Alho;4123808;Santa Izabel do Oeste (PR);1;0.0;4.0
81;2020;Alho;4125209;São Jorge d'Oeste (PR);1;0.0;4.0
82;2020;Alho;4125456;São José das Palmeiras (PR);2;0.03;4.0
83;2020;Alho;4125704;São Miguel do Iguaçu (PR);1;0.0;4.0
84;2020;Alho;4125753;São Pedro do Iguaçu (PR);2;0.01;4.0
85;2020;Alho;4127858;Três Barras do Paraná (PR);1;0.0;4.0
86;2020;Alho;4128005;Ubiratã (PR);5;0.0;20.0
87;2020;Alho;4128559;Vera Cruz do Oeste (PR);3;0.01;10.0
88;2020;Amendoim (em casca);4101002;Ampére (PR);7;0.05;13.0
89;2020;Amendoim (em casca);4101408;Apucarana (PR);3;0.01;8.0
90;2020;Amendoim (em casca);4102109;Astorga (PR);2;0.0;4.0
91;2020;Amendoim (em casca);4102752;Bela Vista da Caroba (PR);5;0.05;10.0
92;2020;Amendoim (em casca);4103057;Boa Vista da Aparecida (PR);4;0.04;7.0
93;2020;Amendoim (em casca);4103503;Califórnia (PR);5;0.03;10.0
94;2020;Amendoim (em casca);4104600;Capitão Leônidas Marques (PR);5;0.03;10.0
95;2020;Amendoim (em casca);4104808;Cascavel (PR);10;0.0;21.0
96;2020;Amendoim (em casca);4105300;Céu Azul (PR);2;0.0;4.0
97;2020;Amendoim (em casca);4105508;Cianorte (PR);20;0.05;42.0
98;2020;Amendoim (em casca);4106571;Cruzeiro do Iguaçu (PR);2;0.02;4.0
99;2020;Amendoim (em casca);4107157;Diamante D'Oeste (PR);5;0.07;10.0
100;2020;Amendoim (em casca);4107538;Entre Rios do Oeste (PR);2;0.02;4.0
101;2020;Amendoim (em casca);4108403;Francisco Beltrão (PR);18;0.06;36.0
102;2020;Amendoim (em casca);4108601;Goioerê (PR);1;0.0;2.0
103;2020;Amendoim (em casca);4108809;Guaíra (PR);2;0.0;4.0
104;2020;Amendoim (em casca);4112504;Jardim Alegre (PR);1;0.0;2.0
105;2020;Amendoim (em casca);4113700;Londrina (PR);36;0.03;90.0
106;2020;Amendoim (em casca);4114005;Mamborê (PR);2;0.0;4.0
107;2020;Amendoim (em casca);4114401;Mangueirinha (PR);1;0.0;1.0
108;2020;Amendoim (em casca);4114609;Marechal Cândido Rondon (PR);1;0.0;2.0
109;2020;Amendoim (em casca);4114807;Marialva (PR);1;0.0;1.0
110;2020;Amendoim (em casca);4115804;Medianeira (PR);1;0.0;2.0
111;2020;Amendoim (em casca);4115853;Mercedes (PR);1;0.01;2.0
112;2020;Amendoim (em casca);4116950;Nova Esperança do Sudoeste (PR);3;0.1;6.0
113;2020;Amendoim (em casca);4117222;Nova Santa Rosa (PR);5;0.02;14.0
114;2020;Amendoim (em casca);4117255;Nova Prata do Iguaçu (PR);3;0.01;6.0
115;2020;Amendoim (em casca);4117453;Ouro Verde do Oeste (PR);3;0.01;8.0
116;2020;Amendoim (em casca);4117909;Palotina (PR);10;0.01;20.0
117;2020;Amendoim (em casca);4118402;Paranavaí (PR);314;1.42;1070.0
118;2020;Amendoim (em casca);4118451;Pato Bragado (PR);2;0.02;5.0
119;2020;Amendoim (em casca);4118501;Pato Branco (PR);2;0.0;3.0
120;2020;Amendoim (em casca);4119004;Pérola d'Oeste (PR);6;0.03;11.0
121;2020;Amendoim (em casca);4119251;Pinhal de São Bento (PR);4;0.11;8.0
122;2020;Amendoim (em casca);4120358;Pranchita (PR);5;0.02;10.0
123;2020;Amendoim (em casca);4120853;Quatro Pontes (PR);2;0.01;4.0
124;2020;Amendoim (em casca);4121406;Realeza (PR);2;0.01;4.0
125;2020;Amendoim (em casca);4122156;Rio Bonito do Iguaçu (PR);10;0.02;16.0
126;2020;Amendoim (em casca);4123808;Santa Izabel do Oeste (PR);3;0.01;6.0
127;2020;Amendoim (em casca);4125209;São Jorge d'Oeste (PR);3;0.01;6.0
128;2020;Amendoim (em casca);4125456;São José das Palmeiras (PR);3;0.05;6.0
129;2020;Amendoim (em casca);4125704;São Miguel do Iguaçu (PR);2;0.0;4.0
130;2020;Amendoim (em casca);4125753;São Pedro do Iguaçu (PR);10;0.03;28.0
131;2020;Amendoim (em casca);4127205;Terra Boa (PR);10;0.03;21.0
132;2020;Amendoim (em casca);4127858;Três Barras do Paraná (PR);5;0.02;10.0
133;2020;Amendoim (em casca);4128559;Vera Cruz do Oeste (PR);5;0.01;10.0
134;2020;Arroz (em casca);4101002;Ampére (PR);1;0.01;2.0
135;2020;Arroz (em casca);4101408;Apucarana (PR);3;0.01;5.0
136;2020;Arroz (em casca);4102752;Bela Vista da Caroba (PR);1;0.01;2.0
137;2020;Arroz (em casca);4103057;Boa Vista da Aparecida (PR);5;0.05;18.0
138;2020;Arroz (em casca);4103503;Califórnia (PR);4;0.03;6.0
139;2020;Arroz (em casca);4104808;Cascavel (PR);7;0.0;13.0
140;2020;Arroz (em casca);4106571;Cruzeiro do Iguaçu (PR);1;0.01;2.0
141;2020;Arroz (em casca);4107157;Diamante D'Oeste (PR);3;0.04;5.0
142;2020;Arroz (em casca);4108403;Francisco Beltrão (PR);1;0.0;2.0
143;2020;Arroz (em casca);4109906;Icaraíma (PR);750;4.39;6420.0
144;2020;Arroz (em casca);4112504;Jardim Alegre (PR);4;0.02;6.0
145;2020;Arroz (em casca);4113700;Londrina (PR);30;0.02;120.0
146;2020;Arroz (em casca);4116950;Nova Esperança do Sudoeste (PR);1;0.03;2.0
147;2020;Arroz (em casca);4117255;Nova Prata do Iguaçu (PR);1;0.0;2.0
148;2020;Arroz (em casca);4117701;Palmeira (PR);10;0.01;20.0
149;2020;Arroz (em casca);4118501;Pato Branco (PR);1;0.0;2.0
150;2020;Arroz (em casca);4119004;Pérola d'Oeste (PR);1;0.0;2.0
151;2020;Arroz (em casca);4119251;Pinhal de São Bento (PR);1;0.03;2.0
152;2020;Arroz (em casca);4120358;Pranchita (PR);1;0.0;2.0
153;2020;Arroz (em casca);4121406;Realeza (PR);1;0.0;2.0
154;2020;Arroz (em casca);4122156;Rio Bonito do Iguaçu (PR);30;0.07;66.0
155;2020;Arroz (em casca);4123808;Santa Izabel do Oeste (PR);1;0.0;2.0
156;2020;Arroz (em casca);4125209;São Jorge d'Oeste (PR);1;0.0;2.0
157;2020;Arroz (em casca);4125704;São Miguel do Iguaçu (PR);85;0.09;527.0
158;2020;Arroz (em casca);4125753;São Pedro do Iguaçu (PR);10;0.03;20.0
159;2020;Aveia (em grão);4101002;Ampére (PR);100;0.69;120.0
160;2020;Aveia (em grão);4101408;Apucarana (PR);3000;7.33;8100.0
161;2020;Aveia (em grão);4102000;Assis Chateaubriand (PR);50;0.03;90.0
162;2020;Aveia (em grão);4102752;Bela Vista da Caroba (PR);50;0.5;60.0
163;2020;Aveia (em grão);4103503;Califórnia (PR);950;6.54;2375.0
164;2020;Aveia (em grão);4104600;Capitão Leônidas Marques (PR);30;0.18;54.0
165;2020;Aveia (em grão);4104808;Cascavel (PR);200;0.1;400.0
166;2020;Aveia (em grão);4105300;Céu Azul (PR);240;0.57;408.0
167;2020;Aveia (em grão);4107538;Entre Rios do Oeste (PR);20;0.2;30.0
168;2020;Aveia (em grão);4108403;Francisco Beltrão (PR);50;0.16;60.0
169;2020;Aveia (em grão);4113700;Londrina (PR);823;0.68;1876.0
170;2020;Aveia (em grão);4114005;Mamborê (PR);500;0.47;500.0
171;2020;Aveia (em grão);4114401;Mangueirinha (PR);500;0.76;750.0
172;2020;Aveia (em grão);4114609;Marechal Cândido Rondon (PR);100;0.16;100.0
173;2020;Aveia (em grão);4115200;Maringá (PR);72;0.14;202.0
174;2020;Aveia (em grão);4115358;Maripá (PR);100;0.23;270.0
175;2020;Aveia (em grão);4116109;Moreira Sales (PR);50;0.19;95.0
176;2020;Aveia (em grão);4117222;Nova Santa Rosa (PR);75;0.28;135.0
177;2020;Aveia (em grão);4117453;Ouro Verde do Oeste (PR);70;0.29;105.0
178;2020;Aveia (em grão);4117701;Palmeira (PR);2500;2.96;5000.0
179;2020;Aveia (em grão);4117909;Palotina (PR);50;0.05;50.0
180;2020;Aveia (em grão);4118451;Pato Bragado (PR);70;0.69;140.0
181;2020;Aveia (em grão);4118501;Pato Branco (PR);2000;3.19;4000.0
182;2020;Aveia (em grão);4119004;Pérola d'Oeste (PR);30;0.14;36.0
183;2020;Aveia (em grão);4119251;Pinhal de São Bento (PR);50;1.4;60.0
184;2020;Aveia (em grão);4120358;Pranchita (PR);50;0.18;60.0
185;2020;Aveia (em grão);4120853;Quatro Pontes (PR);150;1.05;225.0
186;2020;Aveia (em grão);4121406;Realeza (PR);200;0.61;240.0
187;2020;Aveia (em grão);4122156;Rio Bonito do Iguaçu (PR);110;0.26;242.0
188;2020;Aveia (em grão);4123501;Santa Helena (PR);50;0.09;90.0
189;2020;Aveia (em grão);4123808;Santa Izabel do Oeste (PR);200;0.81;240.0
190;2020;Aveia (em grão);4125753;São Pedro do Iguaçu (PR);200;0.68;360.0
191;2020;Aveia (em grão);4127700;Toledo (PR);400;0.29;720.0
192;2020;Banana (cacho);4100509;Altônia (PR);40;0.31;800.0
193;2020;Banana (cacho);4101002;Ampére (PR);7;0.05;175.0
194;2020;Banana (cacho);4101408;Apucarana (PR);72;0.18;1152.0
195;2020;Banana (cacho);4102000;Assis Chateaubriand (PR);20;0.01;500.0
196;2020;Banana (cacho);4102109;Astorga (PR);13;0.03;234.0
197;2020;Banana (cacho);4102752;Bela Vista da Caroba (PR);6;0.06;150.0
198;2020;Banana (cacho);4103057;Boa Vista da Aparecida (PR);7;0.07;126.0
199;2020;Banana (cacho);4103479;Cafezal do Sul (PR);1;0.0;20.0
200;2020;Banana (cacho);4103503;Califórnia (PR);5;0.03;60.0
201;2020;Banana (cacho);4104600;Capitão Leônidas Marques (PR);20;0.12;420.0
202;2020;Banana (cacho);4104808;Cascavel (PR);25;0.01;475.0
203;2020;Banana (cacho);4105300;Céu Azul (PR);9;0.02;189.0
204;2020;Banana (cacho);4105508;Cianorte (PR);8;0.02;184.0
205;2020;Banana (cacho);4106571;Cruzeiro do Iguaçu (PR);20;0.22;500.0
206;2020;Banana (cacho);4107157;Diamante D'Oeste (PR);7;0.09;154.0
207;2020;Banana (cacho);4108304;Foz do Iguaçu (PR);36;0.17;385.0
208;2020;Banana (cacho);4108320;Francisco Alves (PR);60;0.16;1200.0
209;2020;Banana (cacho);4108403;Francisco Beltrão (PR);14;0.05;350.0
210;2020;Banana (cacho);4108601;Goioerê (PR);4;0.01;60.0
211;2020;Banana (cacho);4108809;Guaíra (PR);5;0.01;100.0
212;2020;Banana (cacho);4109807;Ibiporã (PR);15;0.05;330.0
213;2020;Banana (cacho);4110953;Itaipulândia (PR);95;0.48;3325.0
214;2020;Banana (cacho);4113700;Londrina (PR);40;0.03;880.0
215;2020;Banana (cacho);4114609;Marechal Cândido Rondon (PR);5;0.01;100.0
216;2020;Banana (cacho);4114807;Marialva (PR);30;0.05;600.0
217;2020;Banana (cacho);4115200;Maringá (PR);58;0.12;1160.0
218;2020;Banana (cacho);4115804;Medianeira (PR);12;0.05;240.0
219;2020;Banana (cacho);4115853;Mercedes (PR);2;0.01;46.0
220;2020;Banana (cacho);4116109;Moreira Sales (PR);1;0.0;23.0
221;2020;Banana (cacho);4116950;Nova Esperança do Sudoeste (PR);3;0.1;75.0
222;2020;Banana (cacho);4117255;Nova Prata do Iguaçu (PR);10;0.04;250.0
223;2020;Banana (cacho);4119004;Pérola d'Oeste (PR);10;0.05;250.0
224;2020;Banana (cacho);4119251;Pinhal de São Bento (PR);4;0.11;100.0
225;2020;Banana (cacho);4120358;Pranchita (PR);5;0.02;125.0
226;2020;Banana (cacho);4120655;Quarto Centenário (PR);20;0.04;552.0
227;2020;Banana (cacho);4120853;Quatro Pontes (PR);2;0.01;30.0
228;2020;Banana (cacho);4121406;Realeza (PR);16;0.05;365.0
229;2020;Banana (cacho);4122156;Rio Bonito do Iguaçu (PR);4;0.01;52.0
230;2020;Banana (cacho);4123501;Santa Helena (PR);20;0.04;500.0
231;2020;Banana (cacho);4123808;Santa Izabel do Oeste (PR);4;0.02;102.0
232;2020;Banana (cacho);4125209;São Jorge d'Oeste (PR);1;0.0;30.0
233;2020;Banana (cacho);4125456;São José das Palmeiras (PR);3;0.05;75.0
234;2020;Banana (cacho);4125704;São Miguel do Iguaçu (PR);73;0.08;506.0
235;2020;Banana (cacho);4125753;São Pedro do Iguaçu (PR);2;0.01;50.0
236;2020;Banana (cacho);4127403;Terra Roxa (PR);6;0.01;60.0
237;2020;Banana (cacho);4127858;Três Barras do Paraná (PR);10;0.04;190.0
238;2020;Banana (cacho);4128005;Ubiratã (PR);1;0.0;17.0
239;2020;Banana (cacho);4128104;Umuarama (PR);18;0.09;280.0
240;2020;Banana (cacho);4128559;Vera Cruz do Oeste (PR);17;0.04;340.0
241;2020;Batata-doce;4100509;Altônia (PR);5;0.04;100.0
242;2020;Batata-doce;4101408;Apucarana (PR);31;0.08;573.0
243;2020;Batata-doce;4102000;Assis Chateaubriand (PR);2;0.0;40.0
244;2020;Batata-doce;4103057;Boa Vista da Aparecida (PR);8;0.08;160.0
245;2020;Batata-doce;4103479;Cafezal do Sul (PR);1;0.0;20.0
246;2020;Batata-doce;4104808;Cascavel (PR);14;0.01;238.0
247;2020;Batata-doce;4105300;Céu Azul (PR);10;0.02;155.0
248;2020;Batata-doce;4106571;Cruzeiro do Iguaçu (PR);9;0.1;252.0
249;2020;Batata-doce;4107157;Diamante D'Oeste (PR);8;0.11;177.0
250;2020;Batata-doce;4107538;Entre Rios do Oeste (PR);2;0.02;40.0
251;2020;Batata-doce;4108106;Flórida (PR);3;0.05;60.0
252;2020;Batata-doce;4108320;Francisco Alves (PR);3;0.01;50.0
253;2020;Batata-doce;4108403;Francisco Beltrão (PR);50;0.16;1300.0
254;2020;Batata-doce;4108601;Goioerê (PR);2;0.0;40.0
255;2020;Batata-doce;4110953;Itaipulândia (PR);3;0.02;75.0
256;2020;Batata-doce;4113700;Londrina (PR);250;0.21;6250.0
257;2020;Batata-doce;4114401;Mangueirinha (PR);7;0.01;98.0
258;2020;Batata-doce;4114609;Marechal Cândido Rondon (PR);8;0.01;145.0
259;2020;Batata-doce;4115804;Medianeira (PR);5;0.02;115.0
260;2020;Batata-doce;4116950;Nova Esperança do Sudoeste (PR);7;0.22;182.0
261;2020;Batata-doce;4117222;Nova Santa Rosa (PR);4;0.01;120.0
262;2020;Batata-doce;4118501;Pato Branco (PR);12;0.02;144.0
263;2020;Batata-doce;4120853;Quatro Pontes (PR);2;0.01;40.0
264;2020;Batata-doce;4123501;Santa Helena (PR);10;0.02;190.0
265;2020;Batata-doce;4125209;São Jorge d'Oeste (PR);8;0.03;208.0
266;2020;Batata-doce;4125456;São José das Palmeiras (PR);5;0.08;125.0
267;2020;Batata-doce;4125704;São Miguel do Iguaçu (PR);18;0.02;420.0
268;2020;Batata-doce;4125753;São Pedro do Iguaçu (PR);2;0.01;50.0
269;2020;Batata-doce;4127205;Terra Boa (PR);1;0.0;17.0
270;2020;Batata-doce;4127403;Terra Roxa (PR);8;0.01;122.0
271;2020;Batata-doce;4127700;Toledo (PR);10;0.01;200.0
272;2020;Batata-doce;4127858;Três Barras do Paraná (PR);8;0.03;172.0
273;2020;Batata-doce;4128104;Umuarama (PR);30;0.14;600.0
274;2020;Batata-doce;4128559;Vera Cruz do Oeste (PR);15;0.04;295.0
275;2020;Batata-inglesa;4101002;Ampére (PR);1;0.01;16.0
276;2020;Batata-inglesa;4102752;Bela Vista da Caroba (PR);1;0.01;16.0
277;2020;Batata-inglesa;4106571;Cruzeiro do Iguaçu (PR);1;0.01;15.0
278;2020;Batata-inglesa;4108403;Francisco Beltrão (PR);4;0.01;64.0
279;2020;Batata-inglesa;4114401;Mangueirinha (PR);54;0.08;1668.0
280;2020;Batata-inglesa;4116950;Nova Esperança do Sudoeste (PR);1;0.03;15.0
281;2020;Batata-inglesa;4117255;Nova Prata do Iguaçu (PR);1;0.0;15.0
282;2020;Batata-inglesa;4117701;Palmeira (PR);770;0.91;19700.0
283;2020;Batata-inglesa;4118501;Pato Branco (PR);1;0.0;5.0
284;2020;Batata-inglesa;4119004;Pérola d'Oeste (PR);2;0.01;32.0
285;2020;Batata-inglesa;4119251;Pinhal de São Bento (PR);1;0.03;16.0
286;2020;Batata-inglesa;4120358;Pranchita (PR);1;0.0;16.0
287;2020;Batata-inglesa;4121406;Realeza (PR);1;0.0;16.0
288;2020;Batata-inglesa;4122156;Rio Bonito do Iguaçu (PR);2;0.0;30.0
289;2020;Batata-inglesa;4123808;Santa Izabel do Oeste (PR);1;0.0;16.0
290;2020;Batata-inglesa;4125209;São Jorge d'Oeste (PR);1;0.0;15.0
291;2020;Borracha (látex coagulado);4118402;Paranavaí (PR);70;0.32;141.0
292;2020;Café (em grão) Total;4100509;Altônia (PR);158;1.22;92.0
293;2020;Café (em grão) Total;4101408;Apucarana (PR);1580;3.86;2054.0
294;2020;Café (em grão) Total;4102000;Assis Chateaubriand (PR);14;0.01;19.0
295;2020;Café (em grão) Total;4102109;Astorga (PR);154;0.31;217.0
296;2020;Café (em grão) Total;4103479;Cafezal do Sul (PR);4;0.02;2.0
297;2020;Café (em grão) Total;4103503;Califórnia (PR);53;0.36;69.0
298;2020;Café (em grão) Total;4105508;Cianorte (PR);390;0.97;427.0
299;2020;Café (em grão) Total;4107157;Diamante D'Oeste (PR);5;0.07;7.0
300;2020;Café (em grão) Total;4108320;Francisco Alves (PR);3;0.01;2.0
301;2020;Café (em grão) Total;4108601;Goioerê (PR);2;0.0;3.0
302;2020;Café (em grão) Total;4108908;Guairaçá (PR);8;0.05;16.0
303;2020;Café (em grão) Total;4109807;Ibiporã (PR);150;0.45;300.0
304;2020;Café (em grão) Total;4109906;Icaraíma (PR);7;0.04;7.0
305;2020;Café (em grão) Total;4112504;Jardim Alegre (PR);520;2.38;632.0
306;2020;Café (em grão) Total;4113700;Londrina (PR);950;0.78;1140.0
307;2020;Café (em grão) Total;4114807;Marialva (PR);128;0.23;238.0
308;2020;Café (em grão) Total;4115200;Maringá (PR);68;0.14;65.0
309;2020;Café (em grão) Total;4116109;Moreira Sales (PR);10;0.04;15.0
310;2020;Café (em grão) Total;4117404;Ourizona (PR);2;0.01;6.0
311;2020;Café (em grão) Total;4118402;Paranavaí (PR);20;0.09;40.0
312;2020;Café (em grão) Total;4120655;Quarto Centenário (PR);1;0.0;2.0
313;2020;Café (em grão) Total;4125456;São José das Palmeiras (PR);5;0.08;10.0
314;2020;Café (em grão) Total;4125704;São Miguel do Iguaçu (PR);1;0.0;1.0
315;2020;Café (em grão) Total;4125753;São Pedro do Iguaçu (PR);1;0.0;2.0
316;2020;Café (em grão) Total;4127205;Terra Boa (PR);55;0.19;58.0
317;2020;Café (em grão) Total;4127403;Terra Roxa (PR);100;0.09;200.0
318;2020;Café (em grão) Total;4128005;Ubiratã (PR);1;0.0;2.0
319;2020;Café (em grão) Total;4128104;Umuarama (PR);86;0.41;77.0
320;2020;Café (em grão) Arábica;4100509;Altônia (PR);158;1.22;92.0
321;2020;Café (em grão) Arábica;4101408;Apucarana (PR);1580;3.86;2054.0
322;2020;Café (em grão) Arábica;4102000;Assis Chateaubriand (PR);14;0.01;19.0
323;2020;Café (em grão) Arábica;4102109;Astorga (PR);154;0.31;217.0
324;2020;Café (em grão) Arábica;4103479;Cafezal do Sul (PR);4;0.02;2.0
325;2020;Café (em grão) Arábica;4103503;Califórnia (PR);53;0.36;69.0
326;2020;Café (em grão) Arábica;4105508;Cianorte (PR);390;0.97;427.0
327;2020;Café (em grão) Arábica;4107157;Diamante D'Oeste (PR);5;0.07;7.0
328;2020;Café (em grão) Arábica;4108320;Francisco Alves (PR);3;0.01;2.0
329;2020;Café (em grão) Arábica;4108601;Goioerê (PR);2;0.0;3.0
330;2020;Café (em grão) Arábica;4108908;Guairaçá (PR);8;0.05;16.0
331;2020;Café (em grão) Arábica;4109807;Ibiporã (PR);150;0.45;300.0
332;2020;Café (em grão) Arábica;4109906;Icaraíma (PR);7;0.04;7.0
333;2020;Café (em grão) Arábica;4112504;Jardim Alegre (PR);520;2.38;632.0
334;2020;Café (em grão) Arábica;4113700;Londrina (PR);950;0.78;1140.0
335;2020;Café (em grão) Arábica;4114807;Marialva (PR);128;0.23;238.0
336;2020;Café (em grão) Arábica;4115200;Maringá (PR);68;0.14;65.0
337;2020;Café (em grão) Arábica;4116109;Moreira Sales (PR);10;0.04;15.0
338;2020;Café (em grão) Arábica;4117404;Ourizona (PR);2;0.01;6.0
339;2020;Café (em grão) Arábica;4118402;Paranavaí (PR);20;0.09;40.0
340;2020;Café (em grão) Arábica;4120655;Quarto Centenário (PR);1;0.0;2.0
341;2020;Café (em grão) Arábica;4125456;São José das Palmeiras (PR);5;0.08;10.0
342;2020;Café (em grão) Arábica;4125704;São Miguel do Iguaçu (PR);1;0.0;1.0
343;2020;Café (em grão) Arábica;4125753;São Pedro do Iguaçu (PR);1;0.0;2.0
344;2020;Café (em grão) Arábica;4127205;Terra Boa (PR);55;0.19;58.0
345;2020;Café (em grão) Arábica;4127403;Terra Roxa (PR);100;0.09;200.0
346;2020;Café (em grão) Arábica;4128005;Ubiratã (PR);1;0.0;2.0
347;2020;Café (em grão) Arábica;4128104;Umuarama (PR);86;0.41;77.0
348;2020;Cana-de-açúcar;4101002;Ampére (PR);15;0.1;825.0
349;2020;Cana-de-açúcar;4101408;Apucarana (PR);6;0.01;537.0
350;2020;Cana-de-açúcar;4102000;Assis Chateaubriand (PR);50;0.03;3350.0
351;2020;Cana-de-açúcar;4102109;Astorga (PR);2456;5.0;177839.0
352;2020;Cana-de-açúcar;4102752;Bela Vista da Caroba (PR);15;0.15;825.0
353;2020;Cana-de-açúcar;4103057;Boa Vista da Aparecida (PR);30;0.29;1560.0
354;2020;Cana-de-açúcar;4104600;Capitão Leônidas Marques (PR);50;0.31;2750.0
